"Player","Team","Position","Type","Team","Pr","Grp/Max","Date (PST)","Gameweek"
"Simon Adingra","BHA","F","Claim","mg","1","1/99","Sat Dec 30, 2023, 11:13PM","20"
"Manor Solomon","TOT","F","Drop","mg","","","Sat Dec 30, 2023, 11:13PM","20"
"João Palhinha","FUL","M","Claim","md","","","Sat Dec 30, 2023, 7:10PM","20"
"Julio Enciso","BHA","F","Drop","md","","","Sat Dec 30, 2023, 7:08PM","20"
"Gonzalo Montiel","NOT","D","Claim","vu","","","Sat Dec 30, 2023, 8:36AM","20"
"Harry Toffolo","NOT","D","Drop","vu","","","Sat Dec 30, 2023, 8:36AM","20"
"Joao Gomes","WOL","M","Claim","sean","","","Sat Dec 30, 2023, 6:46AM","20"
"Jean-Ricner Bellegarde","WOL","M","Drop","sean","","","Sat Dec 30, 2023, 6:46AM","20"
"Diego Carlos","AVL","D","Claim","ben","","","Sat Dec 30, 2023, 6:39AM","20"
"Rico Lewis","MCI","D","Drop","ben","","","Sat Dec 30, 2023, 6:39AM","20"
"Philip Billing","BOU","M","Claim","katabe","","","Sat Dec 30, 2023, 12:01AM","20"
"Mads Roerslev","BRF","D","Drop","katabe","","","Sat Dec 30, 2023, 12:00AM","20"
"Mads Roerslev","BRF","D","Claim","katabe","","","Fri Dec 29, 2023, 11:58PM","20"
"Jordan Ayew","CRY","F","Claim","mg","1","1/99","Fri Dec 29, 2023, 8:07PM","20"
"Manor Solomon","TOT","F","Lineup Change","mg","1","1/99","Fri Dec 29, 2023, 8:07PM","20"
"Sam Johnstone","CRY","G","Drop","mg","","","Fri Dec 29, 2023, 3:00PM","20"
"Jean-Ricner Bellegarde","WOL","M","Claim","sean","","","Fri Dec 29, 2023, 10:11AM","20"
"Timothy Castagne","LEI/FUL","D","Drop","sean","","","Fri Dec 29, 2023, 10:11AM","20"
"Andros Townsend","EVE/LUT","M","Claim","vu","","","Fri Dec 29, 2023, 9:42AM","20"
"Ben Chilwell","CHE","D","Drop","vu","","","Fri Dec 29, 2023, 9:42AM","20"
"Tosin Adarabioyo","FUL","D","Drop","katabe","","","Fri Dec 29, 2023, 8:27AM","20"
"Wes Foderingham","SHU","G","Claim","vu","","","Fri Dec 29, 2023, 7:57AM","20"
"Neto","BOU","G","Drop","vu","","","Fri Dec 29, 2023, 7:57AM","20"
"Konstantinos Tsimikas","LIV","D","Claim","vu","","","Fri Dec 29, 2023, 7:11AM","20"
"Andros Townsend","EVE/LUT","M","Drop","vu","","","Fri Dec 29, 2023, 7:11AM","20"
"Andros Townsend","EVE/LUT","M","Claim","vu","","","Fri Dec 29, 2023, 7:04AM","20"
"Rayan Ait-Nouri","WOL","D","Claim","vu","","","Fri Dec 29, 2023, 7:03AM","20"
"Harry Toffolo","NOT","D","Claim","vu","","","Fri Dec 29, 2023, 7:03AM","20"
"Chris Wood","NOT","F","Claim","vu","","","Fri Dec 29, 2023, 7:02AM","20"
"James Trafford","BUR","G","Claim","tj","","","Fri Dec 29, 2023, 7:02AM","20"
"Dean Henderson","MUN/CRY","G","Drop","tj","","","Fri Dec 29, 2023, 7:02AM","20"
"Ross Barkley","CHE/LUT","M","Claim","sean","","","Fri Dec 29, 2023, 7:00AM","20"
"Neco Williams","NOT","D","Drop","sean","","","Fri Dec 29, 2023, 7:00AM","20"
"Mario Lemina","WOL","M","Claim","katabe","","","Fri Dec 29, 2023, 7:00AM","20"
"Facundo Buonanotte","BHA","M","Drop","vu","","","Thu Dec 28, 2023, 10:02PM","20"
"Emerson Royal","TOT","D","Drop","vu","","","Thu Dec 28, 2023, 10:02PM","20"
"Sean Longstaff","NEW","M","Drop","katabe","","","Thu Dec 28, 2023, 10:00PM","20"
"Emerson Royal","TOT","D","Claim","vu","","","Thu Dec 28, 2023, 10:33AM","19"
"Giovani Lo Celso","TOT","M","Drop","vu","","","Thu Dec 28, 2023, 10:33AM","19"
"John Stones","MCI","D","Drop","vu","","","Wed Dec 27, 2023, 1:50PM","20"
"Jacob Ramsey","AVL","M","Drop","vu","","","Wed Dec 27, 2023, 1:40PM","20"
"Facundo Buonanotte","BHA","M","Claim","vu","","","Wed Dec 27, 2023, 1:39PM","19"
"Simon Adingra","BHA","F","Drop","vu","","","Wed Dec 27, 2023, 1:39PM","19"
"Sam Johnstone","CRY","G","Claim","mg","1","1/99","Wed Dec 27, 2023, 8:08AM","19"
"Reece James","CHE","D","Drop","mg","","","Wed Dec 27, 2023, 8:08AM","19"
"Rico Lewis","MCI","D","Claim","ben","","","Tue Dec 26, 2023, 2:29PM","19"
"Saman Ghoddos","BRF","F","Drop","ben","","","Tue Dec 26, 2023, 2:29PM","19"
"Manor Solomon","TOT","F","Claim","mg","1","1/99","Tue Dec 26, 2023, 2:03PM","19"
"Joel Ward","CRY","D","Drop","mg","","","Tue Dec 26, 2023, 2:03PM","19"
"Joel Ward","CRY","D","Claim","mg","1","1/99","Tue Dec 26, 2023, 1:53PM","19"
"Reece James","CHE","D","Claim","mg","1","1/99","Tue Dec 26, 2023, 1:50PM","19"
"Jordan Ayew","CRY","F","Drop","mg","","","Tue Dec 26, 2023, 1:50PM","19"
"Mykhailo Mudryk","CHE","M","Claim","vu","","","Tue Dec 26, 2023, 7:02AM","19"
"Nathan Patterson","EVE","D","Drop","vu","","","Tue Dec 26, 2023, 7:02AM","19"
"Dean Henderson","MUN/CRY","G","Claim","tj","","","Tue Dec 26, 2023, 7:01AM","19"
"Mark Flekken","BRF","G","Drop","tj","","","Tue Dec 26, 2023, 7:01AM","19"
"Giovani Lo Celso","TOT","M","Claim","vu","","","Tue Dec 26, 2023, 7:01AM","19"
"Konstantinos Tsimikas","LIV","D","Drop","vu","","","Tue Dec 26, 2023, 7:01AM","19"
"Joseph Gomez","LIV","D","Claim","tj","","","Tue Dec 26, 2023, 7:00AM","19"
"Rasmus Hojlund","MUN","F","Drop","tj","","","Tue Dec 26, 2023, 7:00AM","19"
"Clement Lenglet","TOT/AVL","D","Claim","sean","","","Tue Dec 26, 2023, 7:00AM","19"
"Benoit Badiashile","CHE","D","Drop","sean","","","Tue Dec 26, 2023, 7:00AM","19"
"Fabian Schar","NEW","D","Claim","aj","","","Tue Dec 26, 2023, 7:00AM","20"
"Manuel Akanji","MCI","D","Drop","aj","","","Tue Dec 26, 2023, 7:00AM","20"
"Saman Ghoddos","BRF","F","Claim","ben","","","Tue Dec 26, 2023, 6:15AM","19"
"Diego Carlos","AVL","D","Drop","ben","","","Mon Dec 25, 2023, 11:25PM","19"
"Mark Flekken","BRF","G","Claim","tj","","","Mon Dec 25, 2023, 1:17PM","19"
"James Trafford","BUR","G","Drop","tj","","","Mon Dec 25, 2023, 1:17PM","19"
"Jose Sa","WOL","G","Drop","mg","","","Mon Dec 25, 2023, 12:36PM","19"
"John Stones","MCI","D","Claim","vu","","","Sun Dec 24, 2023, 2:31PM","19"
"Emerson Royal","TOT","D","Drop","vu","","","Sun Dec 24, 2023, 2:31PM","19"
"Cody Gakpo","LIV","F","Claim","tj","","","Sat Dec 23, 2023, 8:24AM","18"
"Harry Toffolo","NOT","D","Drop","tj","","","Sat Dec 23, 2023, 6:58AM","18"
"Emerson Royal","TOT","D","Claim","vu","","","Sat Dec 23, 2023, 6:44AM","18"
"Valentino Livramento","NEW","D","Drop","vu","","","Sat Dec 23, 2023, 6:44AM","18"
"Timothy Castagne","LEI/FUL","D","Claim","sean","","","Sat Dec 23, 2023, 6:31AM","18"
"Michael Keane","EVE","D","Drop","sean","","","Sat Dec 23, 2023, 6:31AM","18"
"Jamaal Lascelles","NEW","D","Claim","sean","","","Thu Dec 21, 2023, 12:59PM","18"
"Fabian Schar","NEW","D","Drop","sean","","","Thu Dec 21, 2023, 12:59PM","18"
"Neco Williams","NOT","D","Claim","sean","","","Thu Dec 21, 2023, 12:58PM","18"
"Milos Kerkez","BOU","D","Drop","sean","","","Thu Dec 21, 2023, 12:58PM","18"
"Alfie Doughty","LUT","M","Claim","ben","","","Thu Dec 21, 2023, 11:30AM","18"
"Rico Lewis","MCI","D","Drop","ben","","","Thu Dec 21, 2023, 11:30AM","18"
"Ben Chilwell","CHE","D","Claim","vu","","","Thu Dec 21, 2023, 11:07AM","18"
"Youri Tielemans","AVL","M","Drop","vu","","","Thu Dec 21, 2023, 11:07AM","18"
"Jose Sa","WOL","G","Claim","mg","1","1/99","Thu Dec 21, 2023, 11:05AM","18"
"Reece James","CHE","D","Drop","mg","","","Thu Dec 21, 2023, 11:05AM","18"
"Jordan Ayew","CRY","F","Claim","mg","1","1/99","Thu Dec 21, 2023, 11:02AM","18"
"Reece James","CHE","D","Lineup Change","mg","1","1/99","Thu Dec 21, 2023, 11:02AM","18"
"Christian Norgaard","BRF","M","Claim","md","","","Thu Dec 21, 2023, 8:41AM","18"
"Tom Lockyer","LUT","D","Drop","md","","","Thu Dec 21, 2023, 8:39AM","18"
"Youri Tielemans","AVL","M","Claim","vu","","","Tue Dec 19, 2023, 5:58PM","18"
"Ben Chilwell","CHE","D","Drop","vu","","","Tue Dec 19, 2023, 5:58PM","18"
"Martin Dubravka","NEW","G","Claim","katabe","","","Tue Dec 19, 2023, 5:56PM","18"
"Sam Johnstone","CRY","G","Drop","katabe","","","Tue Dec 19, 2023, 5:55PM","18"
"Ben Chilwell","CHE","D","Claim","vu","","","Tue Dec 19, 2023, 11:12AM","18"
"Youri Tielemans","AVL","M","Drop","vu","","","Tue Dec 19, 2023, 11:12AM","18"
"Milos Kerkez","BOU","D","Claim","sean","","","Tue Dec 19, 2023, 7:29AM","18"
"Nelson Semedo","WOL","D","Drop","sean","","","Tue Dec 19, 2023, 7:29AM","18"
"Reece James","CHE","D","Claim","mg","1","1/99","Tue Dec 19, 2023, 7:24AM","18"
"Ben Chilwell","CHE","D","Drop","mg","","","Tue Dec 19, 2023, 7:23AM","18"
"Lewis Miley","NEW","M","Claim","sean","","","Tue Dec 19, 2023, 7:21AM","18"
"Tom Cairney","FUL","M","Drop","sean","","","Tue Dec 19, 2023, 7:21AM","18"
"Ben Chilwell","CHE","D","Claim","mg","1","1/99","Tue Dec 19, 2023, 7:17AM","18"
"Valentino Livramento","NEW","D","Claim","vu","","","Tue Dec 19, 2023, 7:10AM","18"
"Timothy Castagne","LEI/FUL","D","Drop","vu","","","Tue Dec 19, 2023, 7:10AM","18"
"Neto","BOU","G","Claim","vu","","","Tue Dec 19, 2023, 7:09AM","18"
"Lukasz Fabianski","WHU","G","Drop","vu","","","Tue Dec 19, 2023, 7:09AM","18"
"Youri Tielemans","AVL","M","Claim","vu","","","Tue Dec 19, 2023, 7:09AM","18"
"Raul Jimenez","FUL","F","Drop","vu","","","Tue Dec 19, 2023, 7:09AM","18"
"James Trafford","BUR","G","Claim","tj","","","Tue Dec 19, 2023, 7:04AM","18"
"Wes Foderingham","SHU","G","Drop","tj","","","Tue Dec 19, 2023, 7:04AM","18"
"Jean-Philippe Mateta","CRY","F","Claim","tj","","","Tue Dec 19, 2023, 7:02AM","18"
"Mykhailo Mudryk","CHE","M","Drop","tj","","","Tue Dec 19, 2023, 7:02AM","18"
"Michael Keane","EVE","D","Claim","sean","","","Tue Dec 19, 2023, 7:00AM","18"
"Ryan Gravenberch","LIV","M","Drop","sean","","","Tue Dec 19, 2023, 7:00AM","18"
"Anthony Elanga","NOT","F","Claim","aj","","","Tue Dec 19, 2023, 7:00AM","18"
"Evan Ferguson","BHA","F","Drop","aj","","","Tue Dec 19, 2023, 7:00AM","18"
"Benoit Badiashile","CHE","D","Claim","sean","","","Tue Dec 19, 2023, 7:00AM","18"
"Joel Ward","CRY","D","Drop","sean","","","Tue Dec 19, 2023, 7:00AM","18"
"Emerson","WHU","D","Drop","mg","","","Sun Dec 17, 2023, 12:52PM","18"
"Craig Dawson","WOL","D","Drop","mg","","","Sun Dec 17, 2023, 9:29AM","18"
"Ryan Gravenberch","LIV","M","Claim","sean","","","Sun Dec 17, 2023, 7:57AM","17"
"Jarell Quansah","LIV","D","Drop","sean","","","Sun Dec 17, 2023, 7:57AM","17"
"Emerson","WHU","D","Claim","mg","1","1/99","Sun Dec 17, 2023, 5:42AM","17"
"Craig Dawson","WOL","D","Claim","mg","1","1/99","Sun Dec 17, 2023, 5:38AM","17"
"Milos Kerkez","BOU","D","Drop","mg","","","Sun Dec 17, 2023, 5:38AM","17"
"Jacob Ramsey","AVL","M","Claim","vu","","","Sun Dec 17, 2023, 5:07AM","17"
"Cody Gakpo","LIV","F","Drop","vu","","","Sun Dec 17, 2023, 5:07AM","17"
"Lukasz Fabianski","WHU","G","Claim","vu","","","Sun Dec 17, 2023, 5:05AM","17"
"Jose Sa","WOL","G","Drop","vu","","","Sun Dec 17, 2023, 5:05AM","17"
"Lewis Cook","BOU","M","Drop","mg","","","Sat Dec 16, 2023, 12:22PM","17"
"Jose Sa","WOL","G","Claim","vu","","","Sat Dec 16, 2023, 11:31AM","17"
"Neto","BOU","G","Drop","vu","","","Sat Dec 16, 2023, 11:31AM","17"
"Cody Gakpo","LIV","F","Claim","vu","","","Sat Dec 16, 2023, 9:45AM","17"
"Mason Greenwood","MUN","F","Drop","vu","","","Sat Dec 16, 2023, 9:45AM","17"
"Rico Lewis","MCI","D","Claim","ben","","","Sat Dec 16, 2023, 6:42AM","17"
"John Stones","MCI","D","Drop","ben","","","Sat Dec 16, 2023, 6:42AM","17"
"Mason Greenwood","MUN","F","Claim","vu","","","Sat Dec 16, 2023, 6:41AM","17"
"Enzo Fernandez","CHE","M","Drop","vu","","","Sat Dec 16, 2023, 6:41AM","17"
"Milos Kerkez","BOU","D","Claim","mg","1","1/99","Sat Dec 16, 2023, 1:10AM","17"
"Jamaal Lascelles","NEW","D","Drop","mg","","","Fri Dec 15, 2023, 11:09PM","17"
"Harry Toffolo","NOT","D","Claim","tj","","","Fri Dec 15, 2023, 11:48AM","17"
"Reece James","CHE","D","Drop","tj","","","Fri Dec 15, 2023, 11:48AM","17"
"Tom Cairney","FUL","M","Claim","sean","","","Fri Dec 15, 2023, 11:37AM","17"
"Giovani Lo Celso","TOT","M","Drop","sean","","","Fri Dec 15, 2023, 11:37AM","17"
"Willian","FUL","F","Claim","ben","","","Fri Dec 15, 2023, 7:53AM","17"
"Alfie Doughty","LUT","M","Drop","ben","","","Fri Dec 15, 2023, 7:53AM","17"
"Sean Longstaff","NEW","M","Claim","katabe","","","Thu Dec 14, 2023, 11:18PM","17"
"Neal Maupay","EVE/BRF","F","Drop","katabe","","","Thu Dec 14, 2023, 11:17PM","17"
"Lewis Cook","BOU","M","Claim","mg","1","1/99","Tue Dec 12, 2023, 8:36AM","17"
"Christian Norgaard","BRF","M","Drop","mg","","","Tue Dec 12, 2023, 7:22AM","17"
"Harry Wilson","FUL","M","Claim","sean","","","Tue Dec 12, 2023, 7:22AM","17"
"Willian","FUL","F","Drop","sean","","","Tue Dec 12, 2023, 7:22AM","17"
"Jarell Quansah","LIV","D","Claim","sean","","","Tue Dec 12, 2023, 7:16AM","17"
"Caoimhin Kelleher","LIV","G","Drop","sean","","","Tue Dec 12, 2023, 7:16AM","17"
"Timothy Castagne","LEI/FUL","D","Claim","vu","","","Tue Dec 12, 2023, 7:07AM","17"
"Jacob Ramsey","AVL","M","Drop","vu","","","Tue Dec 12, 2023, 7:07AM","17"
"Wes Foderingham","SHU","G","Claim","tj","","","Tue Dec 12, 2023, 7:05AM","17"
"Jose Sa","WOL","G","Drop","tj","","","Tue Dec 12, 2023, 7:05AM","17"
"Nathan Patterson","EVE","D","Claim","vu","","","Tue Dec 12, 2023, 7:04AM","17"
"Valentino Livramento","NEW","D","Drop","vu","","","Tue Dec 12, 2023, 7:04AM","17"
"Neto","BOU","G","Claim","vu","","","Tue Dec 12, 2023, 7:03AM","17"
"Mark Flekken","BRF","G","Drop","vu","","","Tue Dec 12, 2023, 7:03AM","17"
"Mykhailo Mudryk","CHE","M","Claim","tj","","","Tue Dec 12, 2023, 7:03AM","17"
"Ben Chilwell","CHE","D","Drop","tj","","","Tue Dec 12, 2023, 7:03AM","17"
"Malo Gusto","CHE","D","Claim","vu","","","Tue Dec 12, 2023, 7:03AM","17"
"Sergio Reguilon","TOT/MUN/BRF","D","Drop","vu","","","Tue Dec 12, 2023, 7:03AM","17"
"Ryan Christie","BOU","M","Claim","mg","1","1/99","Tue Dec 12, 2023, 7:03AM","17"
"Youri Tielemans","AVL","M","Drop","mg","","","Tue Dec 12, 2023, 7:03AM","17"
"Marcos Senesi","BOU","D","Claim","tj","","","Tue Dec 12, 2023, 7:02AM","17"
"Jordan Pickford","EVE","G","Claim","katabe","","","Tue Dec 12, 2023, 7:00AM","17"
"Tosin Adarabioyo","FUL","D","Claim","katabe","","","Tue Dec 12, 2023, 7:00AM","17"
"Diego Carlos","AVL","D","Claim","ben","","","Tue Dec 12, 2023, 7:00AM","17"
"Jefferson Lerma","CRY","M","Drop","ben","","","Tue Dec 12, 2023, 7:00AM","17"
"Richarlison","TOT","F","Claim","aj","","","Tue Dec 12, 2023, 7:00AM","17"
"Jordan Ayew","CRY","F","Drop","aj","","","Tue Dec 12, 2023, 7:00AM","17"
"Craig Dawson","WOL","D","Drop","katabe","","","Sun Dec 10, 2023, 11:18AM","17"
"Daniel Bentley","WOL","G","Drop","katabe","","","Sun Dec 10, 2023, 11:17AM","17"
"Raul Jimenez","FUL","F","Claim","vu","","","Sat Dec 9, 2023, 11:56AM","16"
"Micky van de Ven","TOT","D","Drop","vu","","","Sat Dec 9, 2023, 11:56AM","16"
"Jose Sa","WOL","G","Claim","tj","","","Sat Dec 9, 2023, 6:14AM","16"
"Martin Dubravka","NEW","G","Drop","tj","","","Sat Dec 9, 2023, 6:14AM","16"
"Cody Gakpo","LIV","F","Drop","tj","","","Sat Dec 9, 2023, 3:50AM","16"
"Alfie Doughty","LUT","M","Claim","ben","","","Sat Dec 9, 2023, 1:05AM","16"
"Harry Wilson","FUL","M","Drop","ben","","","Sat Dec 9, 2023, 1:05AM","16"
"Craig Dawson","WOL","D","Claim","katabe","","","Fri Dec 8, 2023, 8:47PM","16"
"Boubacar Kamara","AVL","M","Drop","katabe","","","Fri Dec 8, 2023, 8:47PM","16"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","vu","","","Fri Dec 8, 2023, 7:33AM","16"
"Ben Mee","BRF","D","Drop","vu","","","Fri Dec 8, 2023, 7:33AM","16"
"Ben Chilwell","CHE","D","Claim","tj","","","Fri Dec 8, 2023, 7:12AM","16"
"Youri Tielemans","AVL","M","Claim","mg","1","1/99","Fri Dec 8, 2023, 7:07AM","16"
"Jacob Ramsey","AVL","M","Claim","vu","","","Fri Dec 8, 2023, 7:06AM","16"
"Mykhailo Mudryk","CHE","M","Drop","vu","","","Fri Dec 8, 2023, 7:06AM","16"
"Christian Norgaard","BRF","M","Claim","mg","1","1/99","Fri Dec 8, 2023, 7:04AM","16"
"Mark Flekken","BRF","G","Claim","vu","","","Fri Dec 8, 2023, 7:02AM","16"
"Neto","BOU","G","Drop","vu","","","Fri Dec 8, 2023, 7:02AM","16"
"Daniel Bentley","WOL","G","Claim","katabe","","","Fri Dec 8, 2023, 7:00AM","16"
"Nelson Semedo","WOL","D","Claim","sean","","","Fri Dec 8, 2023, 7:00AM","16"
"Takehiro Tomiyasu","ARS","D","Drop","sean","","","Fri Dec 8, 2023, 7:00AM","16"
"Jack Harrison","LEE/EVE","M","Claim","ben","","","Fri Dec 8, 2023, 7:00AM","16"
"Jay Turner-Cooke","NEW","M","Drop","ben","","","Fri Dec 8, 2023, 7:00AM","16"
"Boubacar Kamara","AVL","M","Claim","katabe","","","Fri Dec 8, 2023, 7:00AM","16"
"Manor Solomon","TOT","F","Drop","mg","","","Thu Dec 7, 2023, 5:41PM","16"
"Jakub Kiwior","ARS","D","Drop","katabe","","","Thu Dec 7, 2023, 1:15PM","16"
"Tosin Adarabioyo","FUL","D","Drop","katabe","","","Thu Dec 7, 2023, 11:09AM","16"
"Mario Lemina","WOL","M","Drop","mg","","","Thu Dec 7, 2023, 6:59AM","16"
"Jay Turner-Cooke","NEW","M","Claim","ben","","","Wed Dec 6, 2023, 6:05PM","15"
"Jack Harrison","LEE/EVE","M","Drop","ben","","","Wed Dec 6, 2023, 6:05PM","15"
"Harry Toffolo","NOT","D","Drop","tj","","","Wed Dec 6, 2023, 2:55PM","16"
"Manor Solomon","TOT","F","Claim","mg","1","1/99","Wed Dec 6, 2023, 2:18PM","15"
"Lewis Miley","NEW","M","Drop","mg","","","Wed Dec 6, 2023, 2:18PM","15"
"Tosin Adarabioyo","FUL","D","Claim","katabe","","","Wed Dec 6, 2023, 11:23AM","15"
"Boubacar Kamara","AVL","M","Drop","katabe","","","Wed Dec 6, 2023, 11:23AM","15"
"Lewis Miley","NEW","M","Claim","mg","1","1/99","Tue Dec 5, 2023, 6:56PM","15"
"Aaron Wan-Bissaka","MUN","D","Drop","mg","","","Tue Dec 5, 2023, 6:50PM","15"
"Jakub Kiwior","ARS","D","Claim","katabe","","","Tue Dec 5, 2023, 11:28AM","15"
"Sean Longstaff","NEW","M","Drop","katabe","","","Tue Dec 5, 2023, 11:26AM","15"
"Neto","BOU","G","Claim","vu","","","Tue Dec 5, 2023, 11:18AM","15"
"Aaron Ramsdale","ARS","G","Drop","vu","","","Tue Dec 5, 2023, 11:18AM","15"
"Mario Lemina","WOL","M","Claim","mg","1","1/99","Tue Dec 5, 2023, 10:50AM","15"
"Kobbie Mainoo","MUN","M","Drop","mg","","","Tue Dec 5, 2023, 10:50AM","15"
"Willian","FUL","F","Claim","sean","","","Tue Dec 5, 2023, 10:41AM","15"
"Johann Gudmundsson","BUR","M","Drop","sean","","","Tue Dec 5, 2023, 10:41AM","15"
"Pablo Sarabia","WOL","M","Claim","vu","","","Tue Dec 5, 2023, 10:36AM","15"
"Ryan Christie","BOU","M","Drop","vu","","","Tue Dec 5, 2023, 10:36AM","15"
"Harry Wilson","FUL","M","Claim","ben","","","Tue Dec 5, 2023, 9:47AM","15"
"Josh Brownhill","BUR","M","Drop","ben","","","Tue Dec 5, 2023, 9:30AM","15"
"Micky van de Ven","TOT","D","Claim","vu","","","Tue Dec 5, 2023, 7:06AM","15"
"Anthony Elanga","NOT","F","Drop","vu","","","Tue Dec 5, 2023, 7:06AM","15"
"Ryan Christie","BOU","M","Claim","vu","","","Tue Dec 5, 2023, 7:03AM","15"
"Anthony Martial","MUN","F","Drop","vu","","","Tue Dec 5, 2023, 7:03AM","15"
"Aaron Ramsdale","ARS","G","Claim","vu","","","Tue Dec 5, 2023, 7:02AM","15"
"Jose Sa","WOL","G","Drop","vu","","","Tue Dec 5, 2023, 7:02AM","15"
"Martin Dubravka","NEW","G","Claim","tj","","","Tue Dec 5, 2023, 7:02AM","15"
"Nick Pope","NEW","G","Drop","tj","","","Tue Dec 5, 2023, 7:02AM","15"
"Valentino Livramento","NEW","D","Claim","vu","","","Tue Dec 5, 2023, 7:02AM","15"
"Ben Davies","TOT","D","Drop","vu","","","Tue Dec 5, 2023, 7:02AM","15"
"Giovani Lo Celso","TOT","M","Claim","sean","","","Tue Dec 5, 2023, 7:00AM","15"
"Christian Norgaard","BRF","M","Drop","sean","","","Tue Dec 5, 2023, 7:00AM","15"
"Caoimhin Kelleher","LIV","G","Claim","sean","","","Tue Dec 5, 2023, 7:00AM","15"
"Mark Flekken","BRF","G","Drop","sean","","","Tue Dec 5, 2023, 7:00AM","15"
"Nathan Ake","MCI","D","Claim","ben","","","Tue Dec 5, 2023, 7:00AM","15"
"Eddie Nketiah","ARS","F","Drop","ben","","","Tue Dec 5, 2023, 7:00AM","15"
"Ben Davies","TOT","D","Claim","vu","","","Sun Dec 3, 2023, 7:34AM","14"
"Nathan Ake","MCI","D","Drop","vu","","","Sun Dec 3, 2023, 7:34AM","14"
"Mykhailo Mudryk","CHE","M","Claim","vu","","","Sun Dec 3, 2023, 5:34AM","14"
"Kurt Zouma","WHU","D","Drop","vu","","","Sun Dec 3, 2023, 5:34AM","14"
"Anthony Martial","MUN","F","Claim","vu","","","Sat Dec 2, 2023, 11:26AM","14"
"Micky van de Ven","TOT","D","Drop","vu","","","Sat Dec 2, 2023, 11:26AM","14"
"Neal Maupay","EVE/BRF","F","Claim","katabe","","","Sat Dec 2, 2023, 6:12AM","14"
"Nayef Aguerd","WHU","D","Drop","katabe","","","Sat Dec 2, 2023, 6:11AM","14"
"Johann Gudmundsson","BUR","M","Claim","sean","","","Fri Dec 1, 2023, 7:44AM","14"
"Emerson Royal","TOT","D","Drop","sean","","","Fri Dec 1, 2023, 7:44AM","14"
"Micky van de Ven","TOT","D","Claim","vu","","","Fri Dec 1, 2023, 7:09AM","14"
"Malo Gusto","CHE","D","Drop","vu","","","Fri Dec 1, 2023, 7:09AM","14"
"Tom Lockyer","LUT","D","Claim","md","","","Fri Dec 1, 2023, 3:48AM","14"
"Cheick Doucoure","CRY","M","Drop","md","","","Fri Dec 1, 2023, 3:48AM","14"
"Cody Gakpo","LIV","F","Claim","tj","","","Thu Nov 30, 2023, 2:13PM","14"
"Jacob Ramsey","AVL","M","Drop","tj","","","Thu Nov 30, 2023, 2:13PM","14"
"Antoine Semenyo","BOU","F","Claim","rafa","","","Wed Nov 29, 2023, 11:09PM","14"
"Casemiro","MUN","M","Drop","rafa","","","Wed Nov 29, 2023, 11:09PM","14"
"Mark Flekken","BRF","G","Claim","sean","","","Tue Nov 28, 2023, 7:02PM","14"
"Mario Lemina","WOL","M","Drop","sean","","","Tue Nov 28, 2023, 7:02PM","14"
"Willy Boly","NOT","D","Claim","aj","","","Tue Nov 28, 2023, 5:29PM","14"
"Kenny Tete","FUL","D","Drop","aj","","","Tue Nov 28, 2023, 5:29PM","14"
"Kobbie Mainoo","MUN","M","Claim","mg","1","1/99","Tue Nov 28, 2023, 7:56AM","14"
"Jamaal Lascelles","NEW","D","Claim","mg","1","1/99","Tue Nov 28, 2023, 7:53AM","14"
"Ben Mee","BRF","D","Claim","vu","","","Tue Nov 28, 2023, 7:23AM","14"
"Jamaal Lascelles","NEW","D","Drop","vu","","","Tue Nov 28, 2023, 7:23AM","14"
"Jamaal Lascelles","NEW","D","Claim","vu","","","Tue Nov 28, 2023, 7:07AM","14"
"Benoit Badiashile","CHE","D","Drop","vu","","","Tue Nov 28, 2023, 7:07AM","14"
"Malo Gusto","CHE","D","Claim","vu","","","Tue Nov 28, 2023, 7:04AM","14"
"Ashley Young","EVE","D","Drop","vu","","","Tue Nov 28, 2023, 7:04AM","14"
"Nathan Ake","MCI","D","Claim","vu","","","Tue Nov 28, 2023, 7:03AM","14"
"Rayan Ait-Nouri","WOL","D","Drop","vu","","","Tue Nov 28, 2023, 7:03AM","14"
"Joao Pedro","BHA","F","Claim","vu","","","Tue Nov 28, 2023, 7:03AM","14"
"Cameron Archer","AVL/SHU","F","Drop","vu","","","Tue Nov 28, 2023, 7:03AM","14"
"Dan Burn","NEW","D","Claim","rafa","","","Tue Nov 28, 2023, 7:00AM","14"
"Casemiro","MUN","M","Lineup Change","rafa","","","Tue Nov 28, 2023, 7:00AM","14"
"Emerson","WHU","D","Drop","mg","","","Sun Nov 26, 2023, 8:05AM","14"
"Neto","BOU","G","Drop","mg","","","Sun Nov 26, 2023, 8:05AM","14"
"Ashley Young","EVE","D","Claim","vu","","","Sun Nov 26, 2023, 7:35AM","13"
"Sergio Reguilon","TOT/MUN/BRF","D","Drop","vu","","","Sun Nov 26, 2023, 7:35AM","13"
"Illia Zabarnyi","BOU","D","Claim","md","","","Sat Nov 25, 2023, 6:55AM","13"
"Willy Boly","NOT","D","Drop","md","","","Sat Nov 25, 2023, 6:55AM","13"
"Benoit Badiashile","CHE","D","Claim","vu","","","Sat Nov 25, 2023, 6:39AM","13"
"Mykhailo Mudryk","CHE","M","Drop","vu","","","Sat Nov 25, 2023, 6:39AM","13"
